problem,M,n,seed,group,HV,IGD+,runtime
dtlz1,2,10,67,smac3,1.0838562267579679,0.00047460729829230366,99.27892398834229
dtlz1,2,10,67,dynamic,1.0830981818509728,0.0016929698709215583,100.25294232368469
dtlz1,2,10,68,smac3,1.082799102038838,0.0021705475070910216,98.79423546791077
dtlz1,2,10,68,baseline,1.0825485063534783,0.002585270273184321,99.7418372631073
dtlz1,2,10,69,baseline,1.0841471227785726,1.6982169949985404e-05,99.05810785293579
dtlz1,2,10,68,dynamic,1.0765497778322621,0.0020682152323951595,100.62043571472168
dtlz1,2,10,69,smac3,1.0836052198571453,0.0008395349613707076,100.09072709083557
dtlz1,2,10,69,dynamic,0.7057721483776005,0.35417543594950834,100.68972301483154
dtlz1,2,10,70,baseline,1.0835090409866626,0.0010415119789338096,98.4710283279419
dtlz1,2,10,70,smac3,1.0839940384636735,0.0002509116553540675,98.18968081474304
dtlz1,2,10,71,baseline,1.0797772733194844,0.006140487190817846,98.42376613616943
dtlz1,2,10,71,smac3,1.0841394693548203,1.9580208886684885e-05,98.16616177558899
dtlz1,2,10,70,dynamic,1.0830819347256664,0.0017205597914586434,99.50770401954651
dtlz1,2,10,71,dynamic,1.0830326057481605,0.0017510518510883378,99.57190918922424
dtlz1,2,20,42,baseline,0.0,2.1211562357737366,185.2200689315796
dtlz1,2,20,42,smac3,0.7069730603101465,0.35358332902138645,185.33621430397034
dtlz1,2,20,43,baseline,0.0,0.9723124000219203,185.6436812877655
dtlz1,2,20,43,smac3,0.668785258840297,0.3766007346605163,185.36245703697205
dtlz1,2,20,44,baseline,0.0,2.13230765265917,185.84824061393738
dtlz1,2,20,44,smac3,0.7066012872049898,0.3538419704478232,185.82739186286926
dtlz1,2,20,42,dynamic,0.22933273779108268,0.7199926924892281,191.53328824043274
dtlz1,2,20,43,dynamic,0.0,1.7709216596573334,192.4997820854187
dtlz1,2,20,45,baseline,0.23779988234866892,0.7105587632947057,179.73509621620178
dtlz1,2,20,45,smac3,0.7040342037965298,0.355643501732896,180.29325771331787
dtlz1,2,20,46,baseline,0.0,3.5349116118035506,180.0742015838623
dtlz1,2,20,44,dynamic,0.0,2.1223255674821835,185.38988137245178
dtlz1,2,20,46,smac3,1.0810529903732982,0.0043836699908574904,181.17926740646362
dtlz1,2,20,45,dynamic,0.0,5.316485725083656,184.78193759918213
dtlz1,2,20,47,baseline,0.6964279414246057,0.3592504307366126,182.02555990219116
dtlz1,2,20,47,smac3,0.6784518471767743,0.37335163338111027,183.0958116054535
dtlz1,2,20,46,dynamic,0.0,1.422798493020171,187.2798454761505
